epoch,classification_loss,loss,regression_loss,val_classification_loss,val_loss,val_regression_loss
0,4201.087657839753,1240722.1650049964,1236521.0807819506,3578.458240855824,3998.4199773615055,419.9617482965643
1,1528.3935489210971,1640.103568243426,111.7100200320399,9.450853542848067,36.36356041648171,26.91270731795918
2,6.17532185066578,14.185128167618153,8.00980630724929,5.182779268784956,10.757459207014604,5.574679862369191
3,4.706724979156672,8.094944482625918,3.388219497924627,4.4347928870808,7.973732037977739,3.5389390858736904
4,4.268400048100671,7.303015539812487,3.0346154792364253,4.029523892836138,7.5014378807761455,3.4719139987772163
5,4.0430398403212084,6.970738330552744,2.927698499934618,4.029523892836138,6.956077705730092,2.9265538562427866
6,4.048681367275327,6.9059676070546,2.857286224531573,4.090489084070379,6.9318508234891025,2.8413617719303477
7,4.0358378083206885,6.8814710960831755,2.8456332863763323,4.029523892836138,6.869917804544622,2.840393911708485
8,4.107981853706892,6.93684048985326,2.8288586250571317,4.031663612885908,6.872375574978915,2.840711983767423
9,4.078371186589086,6.9221099559650865,2.84373875690061,4.029523892836138,6.868121493946422,2.8385975902730767
10,4.031780123710632,6.856454458347587,2.8246743277061817,4.040850791064176,6.878687381744385,2.8378365256569604
11,4.031548827193504,6.853310099867887,2.8217612948528554,4.029523892836138,6.866575566205111,2.837051651694558
12,4.030259506646977,6.851424414058064,2.821164906024933,4.029523892836138,6.865818630565297,2.836294802752408
13,4.030259506646977,6.850689194923223,2.8204297062962556,4.029523892836138,6.8650687824596055,2.8355449438095093
14,4.030259506646977,6.850069669790046,2.819810201955396,4.029523892836138,6.864330660213124,2.834806713190946
15,4.030259506646977,6.849451924479285,2.8191924192184628,4.029523892836138,6.863602703267878,2.8340788104317407
16,4.030259506646977,6.84884839556938,2.81858889723933,4.029523892836138,6.862882982600819,2.8333590897646816
17,4.030259506646977,6.848253909931627,2.817994425463122,4.029523892836138,6.862185109745372,2.8326612385836514
18,4.030259506646977,6.847670835117961,2.8174113506494565,4.029523892836138,6.861476681449196,2.8319527452642266
19,4.030259506646977,6.847093521162521,2.816834011743235,4.029523892836138,6.860781539570201,2.831257560036399
20,4.030259506646977,6.846522469853246,2.816262971523196,4.029523892836138,6.860114726153287,2.8305908116427334
21,4.030259506646977,6.845948956733526,2.8156894528588583,4.029523892836138,6.859433217482134,2.829909335483204
22,4.030259506646977,6.845391445381697,2.815131949823956,4.029523892836138,6.858755631880327,2.8292317390441895
23,4.030259506646977,6.844838488933652,2.8145789892174475,4.029523892836138,6.85809081250971,2.8285668979991567
24,4.030259506646977,6.844286913095519,2.8140274036762327,4.029523892836138,6.857427033511075,2.827903151512146
25,4.030259506646977,6.843747651854227,2.813488153524177,4.029523892836138,6.8567751537669785,2.8272513151168823
26,4.030259506646977,6.843206904655279,2.8129473730575207,4.029523892836138,6.856126850301569,2.826602957465432
27,4.030259506646977,6.842670992363331,2.8124114926471266,4.029523892836138,6.855478525161743,2.825954632325606
28,4.030259506646977,6.842136715733727,2.8118772077005962,4.029523892836138,6.854846369136464,2.825322487137534
29,4.030259506646977,6.841610295827999,2.811350803042567,4.029523892836138,6.8542115038091485,2.8246875784613867
30,4.030259506646977,6.841092142947884,2.8108326376870623,4.029523892836138,6.853576790202748,2.8240528756921943
31,4.030259506646977,6.840573357981305,2.810313862423564,4.029523892836138,6.85296630859375,2.8234423940831963
32,4.030259506646977,6.840061462202738,2.809801940308061,4.029523892836138,6.852337100289085,2.82281325080178
33,4.030259506646977,6.8395565831384,2.8092970764914225,4.029523892836138,6.851722500540993,2.8221985643560235
34,4.030259506646977,6.839043553485427,2.808784063472304,4.029523892836138,6.851116440512917,2.8215925585139883
35,4.030259506646977,6.838552502698676,2.8082930015963177,4.029523892836138,6.850506565787575,2.82098266211423
36,4.030259506646977,6.838049774946168,2.8077902558238006,4.029523892836138,6.849901307712901,2.8203774257139727
37,4.030259506646977,6.837555749471798,2.8072962317355845,4.029523892836138,6.84930588982322,2.8197820511731235
38,4.030259506646977,6.837069408838139,2.806809891101926,4.029523892836138,6.848707827654752,2.8191839456558228
39,4.030259506646977,6.83658304048139,2.806323510269786,4.029523892836138,6.848119215531782,2.8185953335328535
40,4.030259506646977,6.836102028225744,2.8058425243510756,4.029523892836138,6.847534894943237,2.8180109695954756
41,4.030259506646977,6.835626868314521,2.805367365826008,4.029523892836138,6.846956361423839,2.8174324469132856
42,4.030259506646977,6.835156091423922,2.804896575073863,4.029523892836138,6.846376050602306,2.8168522011150015
43,4.030259506646977,6.8346916825272315,2.8044321744941003,4.029523892836138,6.845804171128706,2.8162802891297773
44,4.030259506646977,6.8342183689738425,2.8039588664853294,4.029523892836138,6.845245643095537,2.81572180444544
45,4.030259506646977,6.8337582211161765,2.803498700607655,4.029523892836138,6.8446786837144336,2.8151548125527124
46,4.030259506646977,6.833304466203201,2.8030449761900793,4.029523892836138,6.8441197438673536,2.8145958185195923
47,4.030259506646977,6.832842169806015,2.802582679792892,4.029523892836138,6.843560218811035,2.8140363584865224
48,4.030259506646977,6.832397685494533,2.8021381802337113,4.029523892836138,6.84301064231179,2.813486760312861
49,4.030259506646977,6.831947725872661,2.8016882025918295,4.029523892836138,6.8424624313007705,2.8129385059530083
50,4.030259506646977,6.831513432569282,2.80125389681306,4.029523892836138,6.841921806335449,2.812397978522561
51,4.030259506646977,6.8310722750286725,2.8008127378862957,4.029523892836138,6.84138280695135,2.8118589141152124
52,4.030259506646977,6.830637388451155,2.8003778790318687,4.029523892836138,6.840839320963079,2.811315428126942
53,4.030259506646977,6.830199349758237,2.7999398625174234,4.029523892836138,6.840316078879616,2.8107922077178955
54,4.030259506646977,6.829774554385695,2.7995150477387183,4.029523892836138,6.839792078191584,2.8102681961926548
55,4.030259506646977,6.829353673513546,2.799094168252723,4.029523892836138,6.839261770248413,2.8097378449006514
56,4.030259506646977,6.828926815543064,2.798667304737623,4.029523892836138,6.838743751699274,2.8092198805375532
57,4.030259506646977,6.828510289968446,2.7982507750045422,4.029523892836138,6.838230176405474,2.8087063160809604
58,4.030259506646977,6.828094978665197,2.7978354470674383,4.029523892836138,6.837714433670044,2.808190497485074
59,4.030259506646977,6.827686869820883,2.79742733683697,4.029523892836138,6.837207078933716,2.807683088562705
60,4.030259506646977,6.827278763748879,2.7970192640326745,4.029523892836138,6.836706811731512,2.8071828972209585
61,4.030259506646977,6.826873407807461,2.796613890071248,4.029523892836138,6.836206696250222,2.80668289011175
62,4.030259506646977,6.826471079227536,2.7962115781251775,4.029523892836138,6.835709658536044,2.8061857656999067
63,4.030259506646977,6.826075063195339,2.795815570409908,4.029523892836138,6.835211818868464,2.8056879260323266
64,4.030259506646977,6.825683369192967,2.795423857001371,4.029523892836138,6.834729281338778,2.8052054101770576
65,4.030259506646977,6.8252895959587985,2.7950300796087397,4.029523892836138,6.834239482879639,2.8047156117179175
66,4.030259506646977,6.824901561404383,2.794642063074334,4.029523892836138,6.833756468512795,2.804232532327825
67,4.030259506646977,6.824514835379844,2.794255314871322,4.029523892836138,6.833276943726973,2.803753050890836
68,4.030259506646977,6.8241404156352194,2.7938809214636335,4.029523892836138,6.832805893637917,2.8032819574529473
69,4.030259506646977,6.823761621186899,2.7935021173122316,4.029523892836138,6.832331960851496,2.80280800299211
70,4.030259506646977,6.823384018831475,2.7931245163429614,4.029523892836138,6.831870144063776,2.802346251227639
71,4.030259506646977,6.823018279186515,2.7927587753118472,4.029523892836138,6.831397706812078,2.801873813975941
72,4.030259506646977,6.8226447410361715,2.792385223299958,4.029523892836138,6.83094596862793,2.801422043280168
73,4.030259506646977,6.822285799093025,2.7920262882875844,4.029523892836138,6.830481290817261,2.8009574088183316
74,4.030259506646977,6.821920001229574,2.791660511216452,4.029523892836138,6.83002875067971,2.8005048470063643
75,4.030259506646977,6.821565539337868,2.7913060340770457,4.029523892836138,6.829576600681651,2.800052697008306
76,4.030259506646977,6.821204604104508,2.7909450905267583,4.029523892836138,6.8291355263103135,2.7996115684509277
77,4.030259506646977,6.820854278497918,2.790594746900159,4.029523892836138,6.828688209707087,2.799164360219782
78,4.030259506646977,6.820505436076674,2.7902459294296973,4.029523892836138,6.828252272172407,2.7987284010106865
79,4.030259506646977,6.820157600003619,2.7898980961289515,4.029523892836138,6.827817461707375,2.7982935797084463
80,4.030259506646977,6.819816045982893,2.7895565504251523,4.029523892836138,6.827380657196045,2.7978567426854912
81,4.030259506646977,6.819474211958951,2.7892147094704383,4.029523892836138,6.826951547102495,2.797427600080317
82,4.030259506646977,6.819137259971264,2.7888777394627415,4.029523892836138,6.826525298031894,2.797001426870173
83,4.030259506646977,6.818804286247076,2.7885447629662448,4.029523892836138,6.8261001326821065,2.7965762940320102
84,4.030259506646977,6.818471404009087,2.7882118932036466,4.029523892836138,6.825681014494463,2.7961570999839087
85,4.030259506646977,6.818144307580105,2.787884789843892,4.029523892836138,6.825259598818692,2.7957356734709307
86,4.030259506646977,6.817818356114764,2.787558863329333,4.029523892836138,6.824848500165072,2.795324585654519
87,4.030259506646977,6.817494045856387,2.7872345322786374,4.029523892836138,6.824443166906184,2.7949192740700464
88,4.030259506646977,6.8171753633854,2.786915848421496,4.029523892836138,6.824028860438954,2.7945049567656084
89,4.030259506646977,6.816860384719316,2.786600873913876,4.029523892836138,6.823622465133667,2.794098583134738
90,4.030259506646977,6.816543859104778,2.7862843635470367,4.029523892836138,6.823216633363203,2.793692805550315
91,4.030259506646977,6.81623048283333,2.7859709581663443,4.029523892836138,6.822819991545244,2.7932961962439795
92,4.030259506646977,6.815925029821174,2.7856655425803605,4.029523892836138,6.822427966377952,2.7929040627046064
93,4.030259506646977,6.815622105154881,2.7853626095971395,4.029523892836138,6.8220275098627265,2.792503692887046
94,4.030259506646977,6.815315468366756,2.7850559700367064,4.029523892836138,6.821647709066218,2.792123794555664
95,4.030259506646977,6.8150116260661635,2.7847521000130233,4.029523892836138,6.821259238503196,2.791735291481018
96,4.030259506646977,6.814718468244686,2.7844589532807817,4.029523892836138,6.820879199288108,2.7913553714752197
97,4.030259506646977,6.814421143642692,2.784161627292633,4.029523892836138,6.82049712267789,2.79097318649292
98,4.030259506646977,6.814130203668461,2.7838706956353296,4.029523892836138,6.820119402625344,2.7905955531380395
99,4.030259506646977,6.813839807066807,2.7835802907167477,4.029523892836138,6.819743958386508,2.790220022201538
