epoch,classification_acc,classification_loss,loss,regression_acc,regression_loss,val_classification_acc,val_classification_loss,val_loss,val_regression_acc,val_regression_loss
0,0.7330734053150166,2731.179098367691,3276.1729982121046,0.25293753937233326,544.9938931187918,0.9731370779601011,4.106835647062822,9.187605792825872,0.3554629141634161,5.080770113251426
1,0.9918886689945708,4.033303407735603,7.280232002568799,0.37529808369486833,3.2469285865162694,0.9731531089002435,4.029983412135731,6.902913397008723,0.3717347126115452,2.872929952361367
2,0.9918907236221225,4.029806439266649,6.823756528455157,0.38464569889528805,2.7939500711685,0.9731537835164503,4.029523892836138,6.809895753860474,0.36428355357863684,2.78037183934992
3,0.9918907298598179,4.029543385949245,6.789225733557413,0.39245866360359416,2.7596823545389397,0.9731535098769448,4.02974965355613,6.807774305343628,0.39351118288256903,2.778024673461914
4,0.991890883376432,4.029672924862352,6.767750554306563,0.41515410622191984,2.73807763221652,0.9731537835164503,4.029523892836138,6.743741425600919,0.39963861487128516,2.7142175110903652
5,0.9918908889210502,4.029643122539964,6.688846413479295,0.40777617103831715,2.659203303414722,0.9731537835164503,4.029523914510554,6.660323273051869,0.3908859166232022,2.630799347704107
6,0.9918908282767894,4.029571735581686,6.610448485197023,0.4006878009369207,2.580876739912255,0.9731536290862344,4.030591119419444,6.611941597678444,0.3728545159101486,2.581350499933416
7,0.9918909492187722,4.029572789059129,6.470301126324853,0.39027985947769744,2.440728331028029,0.9731537835164503,4.029523892836138,6.4054835709658535,0.34691802886399353,2.375959634780884
8,0.9918909280799156,4.029548875121183,6.354831983876783,0.34583764332671496,2.325283114993295,0.9731537835164503,4.029523892836138,6.344873168251731,0.3207467360930009,2.3153493187644263
9,0.9918909752091696,4.029477915098501,6.2293443042178485,0.3053716188080089,2.199866389119348,0.9731537835164503,4.029523892836138,6.190516060048884,0.3286814459345557,2.160992134701122
10,0.9918909308522247,4.029588954393254,6.128772369650907,0.2976514509077682,2.099183416643808,0.9731537835164503,4.029523892836138,6.107057072899559,0.31459433517672797,2.077533180063421
11,0.9918909752091696,4.029488752054614,6.041588935741158,0.2908860283015772,2.0121002010134763,0.9731537835164503,4.029523892836138,6.020214015787298,0.2551907111297954,1.990690133788369
12,0.9918910015461057,4.029426228168399,5.959880632023479,0.2574783401607081,1.9304543747458347,0.9731537835164503,4.029523892836138,5.982906991785223,0.25309246304360306,1.9533830989490857
13,0.9918909752091696,4.029441758643749,5.897746953853341,0.24196450871437095,1.8683051751103512,0.9731537835164503,4.029523892836138,6.003533211621371,0.24328622018749063,1.9740093025294216
14,0.9918910015461057,4.02938800079878,5.843506646710773,0.25193298001622044,1.8141186375950658,0.9731537835164503,4.029523892836138,5.92259855703874,0.23428015275435013,1.8930745937607505
15,0.9918909752091696,4.029371910317,5.773534339527751,0.23586965153037115,1.744162427824597,0.9731537835164503,4.029523892836138,5.870052272623235,0.20939021828499707,1.8405284122987227
16,0.9918909752091696,4.029333136802496,5.711963864259942,0.23295918505552204,1.6826307094374369,0.9731537835164503,4.029525518417358,5.83580832047896,0.2320369305935773,1.8062827532941645
17,0.9918908670891163,4.029283451479535,5.660787898440693,0.2519214444382246,1.6315044538919317,0.9731537835164503,4.029523892836138,5.811877315694636,0.24653227559544824,1.7823534391143105
18,0.9918908078310101,4.029036725676337,5.623578908831575,0.24714398219488387,1.594542179689851,0.9731537835164503,4.02952393618497,5.882943716916171,0.2934595292264765,1.8534198186614297
19,0.9918906570867051,4.028339525987936,5.59620157230732,0.24731958215666372,1.5678620553293894,0.9731534258885817,4.029720653187145,5.768834374167702,0.2494983896613121,1.7391137155619534
20,0.991831498090611,3.5296323874662088,5.0700125306151635,0.2514472149832304,1.5403801327527955,0.9729276407848705,0.9354097734798085,2.735422307794744,0.34271519021554425,1.8000125234777278
21,0.9918348633272703,0.5214257073956866,2.042925314154736,0.2461736783558546,1.521499605026356,0.9730972783132033,0.4440197389234196,2.111832163550637,0.22218389402736316,1.6678124395283787
22,0.9918915372948314,0.37884613247804866,1.8462017559727957,0.25207017301473505,1.4673556214155152,0.9731628813526847,0.3825228661298752,2.030107080936432,0.23203583739020608,1.6475841999053955
23,0.9919294912454694,0.33492663961856867,1.7471718656462292,0.23938577301626981,1.4122452271539112,0.9731807790019296,0.3498570797118274,1.988975096832622,0.22011537646705454,1.6391180049289356
24,0.9919470406548921,0.3196107291204985,1.7115015893481498,0.2404975273408169,1.3918908626534219,0.9731775332580913,0.35948785597627814,1.9757899967106907,0.21225935559381137,1.6163021434437146
25,0.9919634173775829,0.3001030414950016,1.6578562107197075,0.23050274119474168,1.3577531711306683,0.9732107384638353,0.3273455575108528,1.9068611480972983,0.24559136073697696,1.5795155926184221
26,0.991986749130626,0.2859989336236965,1.5985586130341818,0.23510093441189722,1.3125596815763518,0.9732138406146656,0.33362884345379745,1.9352891770276157,0.24636688828468323,1.6016603383150967
27,0.9920024726279947,0.2755110784065585,1.545412575436193,0.2360519577077655,1.269901496033336,0.9732302589849993,0.30694621259515936,1.8853019259192727,0.2360723309896209,1.578355691649697
28,0.9920301094304683,0.2640293645131033,1.5021982660820319,0.2368507927586866,1.2381689056407574,0.9732495817271146,0.3046295168724927,1.8895232298157432,0.22780983014540238,1.5848937142979016
29,0.9920463846173397,0.2504061990699103,1.4481759026300076,0.23695994419760483,1.1977697025204814,0.9732421988790686,0.30599542233076965,1.906700605695898,0.2254461869597435,1.6007052009755915
30,0.9920761917912683,0.24025705136185468,1.4095327597717906,0.23859571587554243,1.169275703818299,0.97326106374914,0.29235091466795315,1.863507400859486,0.23448484323241495,1.5711564800956033
31,0.9920705823704253,0.2383366882541152,1.3706667797510015,0.23895030243452206,1.132330095698667,0.9732272597876462,0.3113411996852268,1.8756760304624385,0.22099518572742288,1.5643348422917454
32,0.992098891457846,0.22593314651139948,1.3174849866434586,0.2296103262450806,1.091551836839942,0.9732531634244052,0.293304979801178,1.7992033145644448,0.21360207213596863,1.505898342891173
33,0.9921298775562021,0.2172652054578066,1.2797578784615495,0.22904391924655715,1.0624926714010017,0.9732737405733629,0.285311069000851,1.8300764127211138,0.2160418758338148,1.5447653477842158
34,0.9921375190795854,0.21266630387236907,1.2296856939792633,0.2299786275036113,1.017019390713337,0.9732574901797555,0.301252774216912,1.8021708943627097,0.21106675267219543,1.500918141820214
