dataset/fire_1720/JPEGImages/rBOilFnNv1uAfJCUAAK3UAAZMcI551.jpg,19,518,578,939,fire
dataset/fire_1720/JPEGImages/rBOilFnymKeAEwXUAAS6fRLBfGQ514.jpg,396,381,678,510,fire
dataset/fire_1720/JPEGImages/rBOilFnymKeAEwXUAAS6fRLBfGQ514.jpg,710,61,986,480,fire
dataset/fire_1720/JPEGImages/rBOilFnymh6ATWiZAAUTLAwWP5w183.jpg,535,245,718,486,fire
dataset/fire_1720/JPEGImages/rBOilFi-gOKAZZAvAACfaGRXlfk216.jpg,361,80,482,229,fire
dataset/fire_1720/JPEGImages/rBOilFnNtpqAX0L5AAEvHJa6GSs589.jpg,159,153,313,276,fire
dataset/fire_1720/JPEGImages/rBOilFnNtpqAX0L5AAEvHJa6GSs589.jpg,408,231,563,399,fire
dataset/fire_1720/JPEGImages/rBOilFi-gNqAV2Q5AAGBizV1TOk228.jpg,272,2,415,408,fire
dataset/fire_1720/JPEGImages/rBOilFnNwTeAY2CIAAGaX4MJCQ0203.jpg,116,207,477,476,fire
dataset/fire_1720/JPEGImages/rBOilFnNwTeAY2CIAAGaX4MJCQ0203.jpg,650,517,1197,629,fire
dataset/fire_1720/JPEGImages/rBOilFnNwTeAY2CIAAGaX4MJCQ0203.jpg,813,152,1047,236,fire
dataset/fire_1720/JPEGImages/rBOilFnNuiOAJ1F8AAECIv_lyls260.jpg,427,283,564,478,fire
dataset/fire_1720/JPEGImages/rBOilFnNwy2AGvf2AACG9M30bZE956.jpg,127,92,221,311,fire
dataset/fire_1720/JPEGImages/rBOilFnNusyAOGyVAAI_lrB0hDg551.jpg,533,478,1104,600,fire
dataset/fire_1720/JPEGImages/rBOilFi-gOSAFF2hAACMaQNOikU947.jpg,158,55,378,239,fire
dataset/fire_1720/JPEGImages/rBOilFnymiKAdIMTAASX8C5h0TQ043.jpg,523,195,778,358,fire
dataset/fire_1720/JPEGImages/rBOilFnNutCAbjiwAAIPDAXQ8jA703.jpg,407,394,630,531,fire
dataset/fire_1720/JPEGImages/rBOilFnNwyeAVIl0AAJPAF_Khx4425.jpg,164,340,588,419,fire
dataset/fire_1720/JPEGImages/rBOilFnNwyeAVIl0AAJPAF_Khx4425.jpg,274,87,359,151,fire
dataset/fire_1720/JPEGImages/rBOilFnNwyeAVIl0AAJPAF_Khx4425.jpg,286,222,354,266,fire
dataset/fire_1720/JPEGImages/rBOilFnNv1mAYwdYAAEXduIZMtE492.jpg,400,25,608,419,fire
dataset/fire_1720/JPEGImages/rBOilFnNv1mAYwdYAAEXduIZMtE492.jpg,237,228,307,419,fire
dataset/fire_1720/JPEGImages/rBOilFnNw0OAB5diAABwOjRNCMk896.jpg,162,6,288,364,fire
dataset/fire_1720/JPEGImages/rBOilFnymkOAZZF8AAUwLT-3qgQ938.jpg,546,215,773,467,fire
dataset/fire_1720/JPEGImages/rBOilFnymliAJvNvAAVGiOluWyg493.jpg,569,360,773,557,fire
dataset/fire_1720/JPEGImages/rBOilFnymhWAIXzWAASS_TbrdYA044.jpg,525,152,747,393,fire
dataset/fire_1720/JPEGImages/rBOilFnNuhmAMck6AAJ8sqDqmWY683.jpg,565,232,823,375,fire
dataset/fire_1720/JPEGImages/rBOilFnNv1KAWoMYAAHmkd91NTM668.jpg,275,288,348,407,fire
dataset/fire_1720/JPEGImages/rBOilFnymluAe8PlAAUeFlgsvZM532.jpg,553,366,749,492,fire
dataset/fire_1720/JPEGImages/rBOilFnNwz-ALLrtAAFMcC7OFGs967.jpg,218,133,371,200,fire
dataset/fire_1720/JPEGImages/rBOilFnNv4WAMD1ZAAF6dGUEWzU084.jpg,88,1,496,321,fire
dataset/fire_1720/JPEGImages/rBOilFnNw0eACo_cAAB_PbbCmXo267.jpg,293,25,338,94,fire
dataset/fire_1720/JPEGImages/rBOilFnNwU-AKoZrAAHn0wHpmOs835.jpg,443,384,520,442,fire
dataset/fire_1720/JPEGImages/rBOilFnymkeATNinAAXqv1YHZ-A501.jpg,504,207,840,619,fire
dataset/fire_1720/JPEGImages/rBOilFnyml-AO5meAAYPTG5QyRg134.jpg,548,215,831,625,fire
dataset/fire_1720/JPEGImages/rBOilFnNwzCAIFbKAAJqCM3yx6g840.jpg,114,125,221,207,fire
dataset/fire_1720/JPEGImages/rBOilFnymjCAOk3KAAV5AAc8M_8414.jpg,691,367,826,578,fire
dataset/fire_1720/JPEGImages/rBOilFnNwTyACKHHAAJxs-UK9lg723.jpg,465,420,514,453,fire
dataset/fire_1720/JPEGImages/rBOilFnNv1yASmUZAAE2gQEOHxU361.jpg,159,103,523,424,fire
dataset/fire_1720/JPEGImages/rBOilFnNuhSALX8IAAKPOh43XfM235.jpg,910,412,1016,488,fire
dataset/fire_1720/JPEGImages/rBOilFnymj2AByuDAAOfla2o5Gs139.jpg,426,107,782,204,fire
dataset/fire_1720/JPEGImages/rBOilFnymi-AGnWRAAPb_LhuqUw250.jpg,167,384,491,714,fire
dataset/fire_1720/JPEGImages/rBOilFnymK6AEqRTAAMZnG-58ug363.jpg,216,405,698,600,fire
dataset/fire_1720/JPEGImages/rBOilFnymK6AEqRTAAMZnG-58ug363.jpg,782,134,1022,301,fire
dataset/fire_1720/JPEGImages/rBOilFnymLuAXQQpAANOXg0bSLY565.jpg,211,408,685,609,fire
dataset/fire_1720/JPEGImages/rBOilFnymLuAXQQpAANOXg0bSLY565.jpg,843,11,1051,282,fire
